,id,price,beds,baths,parking,title,address,propertyType,status,bond
32,16089810,460.0,3,2,2,$460 pw,"2/17 Nelson Road, Trafalgar VIC 3824",Townhouse,new,1999.0
33,16089809,600.0,2,2,1,$600 weekly,"705S/883 Collins Street, Docklands VIC 3008",Apartment / Unit / Flat,new,2607.0
34,16089784,480.0,4,1,2,$480 Per Week,"9 Western Way, Narre Warren VIC 3805",House,new,2086.0
35,16089782,650.0,4,2,2,$650 per calendar week,"10 Seattle Street, Balwyn North VIC 3104",House,new,2824.0
36,16089778,450.0,2,1,2,$450 per week,"10/163 Queen Street, Altona VIC 3018",Apartment / Unit / Flat,new,1955.0
37,16089775,360.0,3,1,2,$360 per week,"1 Clayton Park Drive, Canadian VIC 3350",House,new,1560.0
38,16089765,600.0,2,2,1,$600 pw,"302/2 Snedden Drive, Glen Waverley VIC 3150",Apartment / Unit / Flat,new,2607.0
39,14955995,430.0,3,1,1,$430,"64 Percy Street, Fawkner VIC 3060",House,recentlyUpdated,1865.0
40,16089755,315.0,3,1,0,$315,"58 Monash Street, Melton South VIC 3338",House,new,1369.0
41,16089752,450.0,2,1,2,$450,"38 Erasmus Street, Surrey Hills VIC 3127",House,new,1955.0
42,16089749,500.0,4,2,2,$500,"20 Pemberton Street, Mount Duneed VIC 3217",House,new,2173.0
43,15663033,350.0,3,2,0,$350,"55 WIRRAWAY STREET, Moe VIC 3825",House,recentlyUpdated,1516.0
44,16089744,350.0,3,2,0,$350,"55 WIRRAWAY STREET, Moe VIC 3825",House,new,1516.0
45,16089739,750.0,2,1,1,$750 per week,"1701/18 Claremont Street, South Yarra VIC 3141",Apartment / Unit / Flat,new,3250.0
46,16089738,390.0,2,1,1,$390.00,"12/58 Edgar St North, Glen Iris VIC 3146",Apartment / Unit / Flat,new,1695.0
47,16089734,410.0,2,1,1,$410.00,"9/46 Orrong Crescent, Caulfield North VIC 3161",Apartment / Unit / Flat,new,1412.0
48,16089732,440.0,3,1,2,$440.00,"11 Braeside Walk, Caroline Springs VIC 3023",House,new,1912.0
49,16089730,470.0,2,1,1,$470.00,"3/5 Dumbarton Street, Reservoir VIC 3073",Apartment / Unit / Flat,new,2042.0
50,16089729,650.0,2,1,0,$650 per week,"2401/380 Little Lonsdale Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,2824.0
51,16089728,670.0,2,1,1,$670 Per Week,"902/81 South Wharf Drive, Docklands VIC 3008",Apartment / Unit / Flat,new,2911.0
52,16089721,430.0,3,2,2,$430 Per Week,"12 Blackwood Drive, Delahey VIC 3037",House,new,1868.0
53,15526167,360.0,3,2,0,$360,"168 Station Road, Melton VIC 3337",House,recentlyUpdated,1564.0
54,16089712,410.0,2,1,1,$410 per week,"2/34 Belfast Street, Newtown VIC 3220",Apartment / Unit / Flat,new,1640.0
55,16089711,500.0,4,2,2,$500,"23 Messina Crescent, Point Cook VIC 3030",House,new,2173.0
56,16089710,700.0,3,1,0,$700.00,"3 Newry Street, Windsor VIC 3181",House,new,3042.0
57,16089707,495.0,3,2,2,$495 per week,"21A Victoria Avenue, Mitcham VIC 3132",House,new,2151.0
58,16089702,440.0,5,2,5,$440.00 pw,"3 Lind Drive, Lake Tyers Beach VIC 3909",House,new,1912.0
59,16089700,390.0,1,1,1,$390 pw,"205/16-18 Grey Street, St Kilda VIC 3182",Apartment / Unit / Flat,new,1695.0
60,16089698,1300.0,5,3,2,"$1,300.00","24 Spencer Rd, Camberwell VIC 3124",House,new,8473.0
61,16089697,1300.0,5,3,2,"$1,300.00","24 Spencer Rd, Camberwell VIC 3124",House,new,8473.0
62,16089696,850.0,4,2,2,$850.00,"73A Castlewood Street, Bentleigh East VIC 3165",Townhouse,new,3693.0
63,16089692,300.0,1,1,1,$300.00,"8/2 Murray Street, Thornbury VIC 3071",Apartment / Unit / Flat,new,1304.0
64,16089689,550.0,2,2,0,$550 per week,"1605/8 Sutherland Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,2390.0
65,16089685,420.0,3,1,2,$420.00 per week,"47 Olney Avenue, Thomson VIC 3219",House,new,1825.0
66,16089684,650.0,3,3,2,$650 Per Week,"23 Piccolo Circuit, Williamstown VIC 3016",House,new,2817.0
67,16089683,350.0,1,1,0,$350.00,"210/20 Shamrock Street, Abbotsford VIC 3067",Apartment / Unit / Flat,new,1521.0
68,15108007,410.0,3,2,2,$410 per week/ $1777 per month,"37 Adelong Way, Bacchus Marsh VIC 3340",Townhouse,recentlyUpdated,1777.0
69,16089675,480.0,3,1,2,$480.00,"25 Lyell Street, Gisborne VIC 3437",House,new,2086.0
70,16089674,360.0,4,2,2,$360,"59 Carina Drive, Melton VIC 3337",House,new,1564.0
71,16089667,420.0,3,2,2,$420,"4 Pantanal Road, Tarneit VIC 3029",House,new,1825.0
72,16089665,400.0,2,1,2,$400,"1 /47 Oakwood Avenue, Dandenong North VIC 3175",Apartment / Unit / Flat,new,1738.0
73,16089661,650.0,3,2,2,$650.00,"3/16 Arundel Street, Croydon VIC 3136",Townhouse,new,2824.0
74,16089655,300.0,2,1,2,$300.00 per week,"5 Hurley St, Ballarat North VIC 3350",House,new,1300.0
75,16089654,620.0,3,1,1,$620.00,"5 Monteath Avenue, Hawthorn East VIC 3123",House,new,2694.0
76,16089652,450.0,2,2,1,$450,"115/1 Frank Street, Glen Waverley VIC 3150",House,new,1955.0
77,16089646,370.0,3,1,2,$370 per week,"5 McDonald Drive, Winchelsea VIC 3241",House,new,1608.0
78,16089645,650.0,3,2,2,$650.00,"1/16 Arundel Street, Croydon VIC 3136",Townhouse,new,2824.0
79,16089644,390.0,2,1,1,$390 weekly,"7/11 Truganini Road, Carnegie VIC 3163",Apartment / Unit / Flat,new,1695.0
80,16089643,495.0,4,2,2,$495 per week,"23 Pippin Court, Harcourt VIC 3453",House,new,2145.0
81,16089637,420.0,2,1,2,$420 per week,"4/11 Davis Street, Kew VIC 3101",Apartment / Unit / Flat,new,1825.0
82,16089636,440.0,4,2,2,$440.00 per week,"59 Middle Park Drive, Sanctuary Lakes VIC 3030",House,new,1912.0
83,16089630,530.0,3,1,1,$530 per week,"7 Koroit Street, Warrnambool VIC 3280",House,new,2296.0
84,16089624,495.0,3,1,0,$495 per week,"1/67 Surrey Road East, Croydon VIC 3136",House,new,2151.0
85,14682565,400.0,1,1,1,$400 per week,"414/17 Lynch Street, Hawthorn VIC 3122",Apartment / Unit / Flat,recentlyUpdated,1738.0
86,16089612,420.0,3,1,2,$420,"6 Burton Court, Bayswater VIC 3153",House,new,1825.0
87,16089611,530.0,3,1,2,$530 weekly,"17 Willow St, Box Hill North VIC 3129",House,new,2303.0
88,16089610,420.0,4,2,2,$420.00,"28 Creekstone Drive, Alfredton VIC 3350",House,new,1820.0
89,16089605,730.0,4,2,2,$730,"17 Holly Green Road, Wheelers Hill VIC 3150",House,new,3172.0
90,16089607,290.0,2,1,0,$290 Per Week,"113 Avoca Crescent, Maryborough VIC 3465",House,new,1160.0
91,16089604,435.0,2,1,2,$435 / wk,"9/2 York Street, Bonbeach VIC 3196",Apartment / Unit / Flat,new,1890.0
92,16089601,600.0,2,2,1,$600 Per week,"203/20 Reeves Street, Carlton VIC 3053",Apartment / Unit / Flat,new,2607.0
93,16089600,320.0,1,1,1,$320pw$1390pcm,"4/557 Glenferrie Road, Hawthorn VIC 3122",Apartment / Unit / Flat,new,1390.0
94,16089599,550.0,3,1,2,$550,"41 Cootamundra Drive, Wheelers Hill VIC 3150",House,new,2390.0
95,16089597,480.0,4,2,2,$480.00 per week,"45 Kirkstone Road, Point Cook VIC 3030",House,new,2086.0
96,15809807,220.0,1,1,1,$220,"8/305 Ogilvie Avenue, Echuca VIC 3564",Studio,recentlyUpdated,880.0
97,16089581,300.0,2,1,1,$300 per week,"5/113 Crookston Road, Reservoir VIC 3073",Apartment / Unit / Flat,new,1303.0
98,16089567,400.0,4,2,2,$400 per Week,"4 Forestmill Way, Strathtulloh VIC 3338",House,new,1738.0
99,16089565,400.0,3,1,1,$400 weekly,"31 Vale St, Moe VIC 3825",House,new,1733.0
100,16089561,625.0,3,2,2,$625.00,"19/114 Warren Road, Mordialloc VIC 3195",Townhouse,new,2716.0
101,16089558,775.0,3,2,1,$775 per week,"51 Duke Street, Richmond VIC 3121",House,new,3368.0
102,14353719,450.0,3,1,2,$450.00 per week,"23 Toohey Court, Bellfield VIC 3081",House,recentlyUpdated,1955.0
103,16089553,350.0,3,1,1,$350,"4/61 Pioneer Street, Foster VIC 3960",Apartment / Unit / Flat,new,1516.0
104,16089546,400.0,4,2,2,$400.00,"98 Chapman Drive, Wyndham Vale VIC 3024",House,new,1738.0
105,16089542,850.0,3,2,2,$850.00,"428 Sturt Street, Ballarat Central VIC 3350",House,new,3684.0
106,16089538,340.0,1,1,1,$340 per week,"9/82-92 Gheringhap Street, Geelong VIC 3220",Townhouse,new,1477.0
107,16089534,750.0,3,2,2,$750.00,"2/1230 Burke Road, Kew East VIC 3102",House,new,3259.0
108,16089533,450.0,4,2,2,$450,"4 Ceremony Drive, Tarneit VIC 3029",House,new,1955.0
109,16089531,450.0,4,2,2,$450,"45 Ionica loop, Truganina VIC 3029",House,new,1955.0
110,16089530,2500.0,4,3,2,"$2,500","14/67 Elizabeth Street, Malvern VIC 3144",Apartment / Unit / Flat,new,10863.0
111,16089525,500.0,4,2,2,$500.00 per week,"445 Napier Street, White Hills VIC 3550",House,new,2000.0
112,16089524,2000.0,3,3,3,"$2,000.00","299 Queen Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,8667.0
113,16089523,630.0,2,2,1,$630.00,"84 Victoria Street, Fitzroy VIC 3065",House,new,2738.0
114,16089515,350.0,4,1,2,$350,"8 Simmie Street, Echuca VIC 3564",House,new,1400.0
115,16089514,600.0,2,1,1,$600,"4/619B Nepean Highway, Carrum VIC 3197",House,new,2607.0
116,16089504,380.0,3,2,1,$380 Per Week,"3/67-69 Pecks Road, Sydenham VIC 3037",Apartment / Unit / Flat,new,1651.0
117,16089500,400.0,2,1,2,$400,"61 Saturn Parade, Venus Bay VIC 3956",House,new,1600.0
118,15860293,420.0,1,1,0,$420 weekly,"1303/89 Gladstone St, South Melbourne VIC 3205",Apartment / Unit / Flat,leased,1825.0
119,16089499,450.0,3,1,1,$450 PW / $1955 PCM,"30 Elsey Road, Reservoir VIC 3073",House,new,1955.0
120,16089493,470.0,1,1,1,$470 per week,"605/70 Stanley Street, Collingwood VIC 3066",Apartment / Unit / Flat,new,2042.0
121,16089481,370.0,3,1,2,$370 weekly,"9 Baxter St, Bendigo VIC 3550",House,new,1607.0
122,16089480,475.0,1,1,1,$475 Per Week,"804/7 Evergreen Mews, Armadale VIC 3143",Apartment / Unit / Flat,new,2064.0
123,8199821,490.0,2,1,1,$490 per week,"7/123-129 Anderson Street, Yarraville VIC 3013",Townhouse,recentlyUpdated,2129.0
124,16089463,410.0,3,1,2,$410,"128 Thomas Mitchell Drive, Wodonga VIC 3690",House,new,1640.0
125,16089462,850.0,3,2,2,$850.00pw / $3694.00pcm,"2202/40 Hall Street, Moonee Ponds VIC 3039",Apartment / Unit / Flat,new,3694.0
126,16089458,400.0,4,2,2,$400 weekly,"29 Ragusa Terrace, Mernda VIC 3754",House,new,1738.0
127,16089456,400.0,3,1,1,$400 Per week,West Footscray VIC 3012,House,new,1738.0
128,16089454,600.0,4,1,1,$600 per week,"81A Whitehorse Road, Balwyn VIC 3103",Apartment / Unit / Flat,new,2607.0
129,16089453,430.0,4,2,2,$430.00 per week,"40 Honour Avenue, Winter Valley VIC 3358",House,new,1868.0
130,16089447,420.0,4,1,1,$420 per week,"103 Duff Street, Cranbourne VIC 3977",House,new,1825.0
131,16089444,660.0,2,2,1,$660.00,"5/1 Latrobe Street, Cheltenham VIC 3192",Townhouse,new,2868.0
132,16089443,400.0,2,1,1,$400.00,"9/88 Richmond Terrace, Richmond VIC 3121",Apartment / Unit / Flat,new,1738.0
133,16089439,520.0,4,2,2,$520,"12 Great Banjo Street, Clyde North VIC 3978",House,new,2260.0
134,16089440,750.0,3,2,2,$750,"4/16-18 Shaftesbury Avenue, Malvern VIC 3144",Townhouse,new,3259.0
135,14781252,330.0,2,1,1,$330,"6/9-11 Orchard Street, Glen Waverley VIC 3150",Apartment / Unit / Flat,recentlyUpdated,1434.0
136,16089438,300.0,2,1,1,$300 per week,"14/5 Lewis Street, Kingsville VIC 3012",Apartment / Unit / Flat,new,1304.0
137,16089436,580.0,3,1,2,$580 Per Week,"2/1 Cohuna Street, Brunswick West VIC 3055",Townhouse,new,2521.0
138,16089433,400.0,1,1,1,$400 per week,"303/79-81 Asling Street, Brighton VIC 3186",Apartment / Unit / Flat,new,1738.0
139,16089432,540.0,2,2,2,$540 weekly,"302/27-33 James Street, Windsor VIC 3181",Apartment / Unit / Flat,new,2346.0
140,16089431,300.0,1,1,1,$300 weekly,"18/41 Northcote Ave, Caulfield North VIC 3161",Apartment / Unit / Flat,new,1304.0
141,16089428,1200.0,4,2,2,"$1,200.00","59 York Aveune, Ivanhoe East VIC 3079",House,new,5214.0
142,16089425,700.0,5,3,2,$700 per week,"8 Licola Street, Vermont South VIC 3133",House,new,3042.0
143,16089422,370.0,1,1,0,$370 per week,"106/455 Elizabeth Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,1608.0
144,16089421,510.0,3,2,2,$510,"6 Timms Street, Narre Warren South VIC 3805",House,new,2216.0
145,16089419,325.0,1,1,0,$325.00,"402/112 A'Beckett Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,1409.0
146,15034289,380.0,1,1,1,$380,"8/329 Orrong Road, Balaclava VIC 3183",Apartment / Unit / Flat,recentlyUpdated,1651.0
147,16089413,400.0,3,1,0,$400 per week,"42 Ormond Road, Clayton VIC 3168",House,new,1738.0
148,16089407,460.0,4,2,2,$460.00,"23 Verdale Drive, Alfredton VIC 3350",House,new,1993.0
149,16089405,800.0,4,2,2,$800 per week,"9 Renwarl Close, Berwick VIC 3806",House,new,3476.0
150,9046818,300.0,2,1,1,$300.00 per week pw,"2/2 Julie Court, Kangaroo Flat VIC 3555",Apartment / Unit / Flat,recentlyUpdated,1304.0
151,16089402,620.0,2,1,1,$620 per week,"123 Kent Street, Richmond VIC 3121",House,new,2694.0
152,16089398,380.0,2,1,2,$380 per week,"22 Dorset Road, Ferntree Gully VIC 3156",House,new,1651.0
153,16089385,440.0,1,1,1,$440,"909/91 Galada Street, Parkville VIC 3052",Apartment / Unit / Flat,new,1912.0
154,16089376,410.0,4,2,2,$410 pw,"5 Verbena Drive, Point Cook VIC 3030",House,new,1782.0
155,16089374,400.0,1,1,0,$400 per week,"402/5 Sutherland Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,1738.0
156,16089370,650.0,2,2,1,$650.00,"P108/12 Waterview Walk, Docklands VIC 3008",Apartment / Unit / Flat,new,2824.0
157,16089367,380.0,2,1,1,$380,"2/424 Ryrie Street, Geelong VIC 3220",Apartment / Unit / Flat,new,1650.0
158,16089366,260.0,1,1,0,$260pw,"1/126 Plenty River Drive, Greensborough VIC 3088",Apartment / Unit / Flat,new,1130.0
159,16089358,800.0,4,3,2,$800 per week pw,"1A Pamela Grove, Templestowe Lower VIC 3107",Townhouse,new,3476.0
160,16089357,450.0,3,2,2,$450 pw,"25 Leigh Drive, Pakenham VIC 3810",House,new,1955.0
161,16089352,980.0,4,3,2,$980.00,"25 Clarke Street, Templestowe VIC 3106",Townhouse,new,6387.0
162,16089348,600.0,2,1,1,$600 Per Week Fully Furnished,"204/5 Wilson St, South Yarra VIC 3141",Apartment / Unit / Flat,new,1700.0
163,16089349,690.0,3,1,1,$690.00 per week,"11/91 Mathoura Road, Toorak VIC 3142",Apartment / Unit / Flat,new,2998.0
164,16089347,580.0,2,1,2,$580pw/$2520pcm,"4 Sandown Road, Ascot Vale VIC 3032",House,new,2520.0
165,16089346,600.0,4,2,1,$600 Per Week,"1/12 Streldon Avenue, Strathmore VIC 3041",Townhouse,new,2608.0
166,16089345,700.0,2,1,0,$700 per week,"2509/81 Abeckett Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,3042.0
167,15615638,390.0,4,2,0,$390 p.w.,"20 Regina Street, Mitchell Park VIC 3355",House,recentlyUpdated,1690.0
168,16089343,420.0,1,1,1,$420,"320/17 Lynch Street, Hawthorn VIC 3122",House,new,1825.0
169,16036637,360.0,3,1,1,$360,"53 Gray Street, Swan Hill VIC 3585",House,recentlyUpdated,1564.0
170,16089327,400.0,2,1,1,$400 Per Week,"2/28 Broadmeadows Road, Tullamarine VIC 3043",Apartment / Unit / Flat,new,1739.0
171,16089321,465.0,4,1,3,$465,"19 Amoore Avenue, Highton VIC 3216",House,new,2015.0
172,16089313,450.0,3,2,2,$450 per week,"6 Ginninderry Grange, Mernda VIC 3754",House,new,1995.0
173,16089308,285.0,1,1,1,$285.00 per week,"13/1 Warida Avenue, Malvern East VIC 3145",Apartment / Unit / Flat,new,1238.0
174,16089306,480.0,2,2,1,$480,"2/2 Leagh Court, Scoresby VIC 3179",House,new,2086.0
175,16089303,270.0,1,1,1,$270 PER WEEK,"9/20-24 Noble Street, Noble Park VIC 3174",Apartment / Unit / Flat,new,1173.0
176,16089304,390.0,3,2,2,$390pw,"1 Tamarisk Road, Narre Warren VIC 3805",House,new,1695.0
177,16089297,275.0,1,1,1,$275 PW / AVAIL. 30.09.2022,"2/1 Blundell Court, Traralgon VIC 3844",Apartment / Unit / Flat,new,1195.0
178,16089293,650.0,3,2,2,$650 Per Week,"19 Bruce Street, Preston VIC 3072",House,new,2824.0
179,16089287,400.0,1,1,0,$400 per week,"57/243 Collins Street, Melbourne VIC 3000",Studio,new,1739.0
180,16089273,610.0,2,2,0,$610,"3209/8 Sutherland Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,2440.0
181,16089267,500.0,4,1,4,$500.00 per week,"17 Uley Street, Bendigo VIC 3550",House,new,2000.0
182,16089254,380.0,2,1,1,$380.00,"6/58 Leila Road, Carnegie VIC 3163",Apartment / Unit / Flat,new,1651.0
183,16089253,690.0,5,1,0,$690.00,"30 Acacia Avenue, Mentone VIC 3194",House,new,2998.0
184,16089251,440.0,4,2,2,$440 per week,"9B Killeen Avenue, Ballarat North VIC 3350",House,new,1907.0
185,16089250,625.0,2,2,1,$625 per week,"2311/601 Little Lonsdale Street, Melbourne VIC 3000",Apartment / Unit / Flat,new,2716.0
186,16089248,610.0,2,1,1,$610/week,"711/8 Pearl River Road, Docklands VIC 3008",Apartment / Unit / Flat,new,2651.0
187,16089247,470.0,2,1,1,$470 per week,"18/30 Miles Street, Southbank VIC 3006",Apartment / Unit / Flat,new,2042.0
188,16089246,525.0,1,1,1,$525 per week,"203/5-7 Hotham Street, St Kilda East VIC 3183",Apartment / Unit / Flat,new,2281.0
189,16089242,320.0,1,1,0,$320.00,"212/363 Beaconsfield Parade, St Kilda West VIC 3182",Apartment / Unit / Flat,new,1391.0
190,16089237,380.0,1,1,1,$380.00,"1511/15 Everage Street, Moonee Ponds VIC 3039",Apartment / Unit / Flat,new,1654.0
191,16089235,650.0,4,2,1,$650.00,"22 Mall Court, Blackburn North VIC 3130",House,new,2824.0
192,16089234,380.0,1,1,1,$380.00,"8/1086 Lygon Street, Carlton North VIC 3054",Apartment / Unit / Flat,new,1651.0
193,16089233,550.0,3,2,1,$550 Per Week,"1/99 McNamara Avenue, Airport West VIC 3042",Townhouse,new,2390.0
194,16089231,530.0,2,1,1,$530 Per Week,"200 Darebin Road, Northcote VIC 3070",House,new,2303.0
195,16089227,460.0,3,2,2,$460,"28 Huntingfield Street, Craigieburn VIC 3064",House,new,1999.0
196,16089226,650.0,2,1,2,$650 per week,"504/1 Danks Street West, Port Melbourne VIC 3207",Apartment / Unit / Flat,new,2825.0
197,16089224,460.0,2,1,1,$460 per week,"13/102-104 Hillcrest Road, Frankston VIC 3199",House,new,1999.0
198,16089219,475.0,2,1,1,$475 per week,"1/59 Chapman Street, North Melbourne VIC 3051",Apartment / Unit / Flat,new,2064.0
199,16088904,440.0,3,2,1,$440.00 per week,"56 Sunnybrook Avenue, Warragul VIC 3820",House,new,1992.0
200,16089212,460.0,2,1,1,$460,"30/343 Beaconsfield Parade, St Kilda West VIC 3182",House,new,1993.0
201,16089211,640.0,4,2,2,$640 pw,"3 Trinity Drive, Langwarrin VIC 3910",House,new,2781.0
202,16089210,675.0,2,2,1,$675 per week,"1/42 Howitt Street, South Yarra VIC 3141",Apartment / Unit / Flat,new,4590.0
203,16089204,350.0,2,1,1,$350pw/$1608pcm,"7/122 Nepean Highway, Aspendale VIC 3195",Apartment / Unit / Flat,new,1608.0
204,16089189,500.0,3,1,1,$500 pw,"86A Eggleston Street, Ocean Grove VIC 3226",House,new,2000.0
205,12713206,340.0,1,1,0,$340 Per Week,"1116/6 Leicester Street, Carlton VIC 3053",Apartment / Unit / Flat,recentlyUpdated,1477.0
207,16089178,430.0,2,2,1,$430.00,"303/60 Autumn Terrace, Clayton South VIC 3169",Apartment / Unit / Flat,new,1868.0
208,16089175,350.0,1,1,0,$350 per week,"219/528 Swanston Street, Carlton VIC 3053",Apartment / Unit / Flat,new,1521.0
209,16089176,550.0,2,2,1,$550 per week,"108/14 David Street, Richmond VIC 3121",Apartment / Unit / Flat,new,2390.0
210,16089174,230.0,1,1,1,$230 pw,"4/4 Murray Street, Thornbury VIC 3071",Apartment / Unit / Flat,new,999.0
211,16089172,360.0,2,1,2,$360.00 per week,"1 Louis Street, Long Gully VIC 3550",House,new,1440.0
212,11817724,350.0,1,1,1,$350 Per Week,"G15/12 Olive York Way, Brunswick West VIC 3055",Apartment / Unit / Flat,recentlyUpdated,1521.0
213,16089163,550.0,4,2,4,$550,"3 Burberry Court, Highton VIC 3216",House,new,2383.0
214,15156120,560.0,3,2,2,$560,"83A Leigh Road, Highton VIC 3216",House,recentlyUpdated,2435.0
215,16089159,500.0,3,2,4,$500,"4 Fran Court, Werribee VIC 3030",House,new,2173.0
216,16089146,565.0,2,2,1,$565 weekly,"303/79 Mitchell Street, Bentleigh VIC 3204",Apartment / Unit / Flat,new,2455.0
217,16089060,320.0,3,1,2,$320 pw,"9 Napier Street, Maryborough VIC 3465",House,new,1280.0
218,16089144,700.0,2,2,1,$700 per week,"204/55 Wellington Street, St Kilda VIC 3182",Apartment / Unit / Flat,new,3041.0
219,16089142,420.0,2,1,1,$420 Per Week,"4/11 Margaret Street, Oak Park VIC 3046",Apartment / Unit / Flat,new,1825.0
220,16089139,330.0,2,1,2,$330 P/W,"33 Myalla Street, Braybrook VIC 3019",House,new,1434.0
221,15079788,475.0,4,2,2,$475,"40 Karabair Street, Clyde North VIC 3978",House,recentlyUpdated,2064.0
222,16089129,390.0,3,2,2,$390,"6 Myoora St, Werribee VIC 3030",House,new,1690.0
223,16089126,450.0,1,1,1,$450 per week,"804/50 Claremont Street, South Yarra VIC 3141",Apartment / Unit / Flat,new,1956.0
224,16089123,340.0,3,1,1,$340.00,"1032 Grevillea Road, Wendouree VIC 3355",House,new,1473.0
225,15327923,430.0,1,1,1,$430 per week,"209/1 Dyer Street, Richmond VIC 3121",Apartment / Unit / Flat,recentlyUpdated,1869.0
226,16089116,430.0,2,2,1,$430,"104/2 Clark Street, Williams Landing VIC 3027",House,new,1868.0
227,16089114,680.0,4,2,2,$680,"21 Overland Drive, Vermont South VIC 3133",House,new,2946.0
228,16089111,500.0,3,1,3,$500 weekly,"14 Park Ave, Doncaster VIC 3108",House,new,2173.0
229,16089108,650.0,4,2,2,$650,"5 Washington Drive, Oakleigh South VIC 3167",House,new,2824.0
230,14811973,470.0,3,3,2,$470,"1/99-101 Old Geelong Road, Laverton VIC 3028",House,recentlyUpdated,2042.0
231,16089105,270.0,1,1,1,$270.00,"Rooms 1 - 8/2A Walsgott Street, North Geelong VIC 3215",House,new,1173.0
